order,ship_date,billable_kg,ups_fuel_pct,fedex_inr_gst,ups_saver_inr_gst,diff,oversize
C-43-46085-21,2026-09-15,5.0,49.75,4905.48,4800.92,-104.56,0
C-43-46299-21,2026-09-15,3.5,49.75,3959.31,3797.02,-162.29,0
C-43-45561-21,2026-09-15,7.0,49.75,6314.17,6400.86,86.69,0
C-43-46389-21,2026-09-15,3.5,49.75,3643.6,3797.02,153.42,0
C-53-7872177-22,2026-09-15,20.5,49.75,17867.75,16307.26,-1560.5,0
C-53-7872283-22,2026-09-15,4.0,49.75,3959.31,4131.75,172.44,0
C-53-7872235-22,2026-09-15,3.0,49.75,3643.6,3463.67,-179.94,0
C-43-46174-21,2026-09-15,6.0,49.75,5751.84,5600.98,-150.86,0
C-4164662251,2026-09-15,8.5,49.75,7156.7,7599.39,442.7,0
C-43-46555-21,2026-09-15,5.5,49.75,5470.68,5200.92,-269.76,0
C-43-46444-21,2026-09-15,4.0,49.75,4275.02,4131.75,-143.27,0
C-43-46495-21,2026-09-15,5.5,49.75,5470.68,5200.92,-269.76,0
C-43-46141-21,2026-09-15,2.0,49.75,2797.23,2757.83,-39.4,0
C-43-46467-21,2026-09-15,3.5,49.75,3959.31,3797.02,-162.29,0
C-43-46344-21,2026-09-15,5.5,49.75,5470.68,5200.92,-269.76,0
C-43-45880-21,2026-09-15,4.0,49.75,4275.02,4131.75,-143.27,0
C-43-46319-21,2026-09-15,4.0,49.75,4275.02,4131.75,-143.27,0
C-43-46125-21,2026-09-15,12.5,49.75,11644.75,10476.8,-1167.94,0
C-43-45528-21,2026-09-15,8.5,49.75,7156.7,7599.39,442.7,0
C-43-46387-21,2026-09-15,3.0,49.75,3643.6,3463.67,-179.94,0
C-43-46290-21,2026-09-15,4.0,49.75,4275.02,4131.75,-143.27,0
C-43-46369-21,2026-09-15,7.0,49.75,6314.17,6400.86,86.69,0
C-43-46226-21,2026-09-15,9.0,49.75,7437.86,7944.04,506.18,0
C-43-45577-21,2026-09-15,6.5,49.75,6033.01,5999.63,-33.38,0
C-43-46560-21,2026-09-15,11.0,49.75,10477.87,9394.7,-1083.17,0
C-43-46564-21,2026-09-15,7.5,49.75,6594.37,6799.38,205.01,0
C-43-44615-21,2026-09-15,7.0,49.75,6314.17,6400.86,86.69,0
C-43-45707-21,2026-09-15,6.0,49.75,5751.84,5600.98,-150.86,0
C-43-46533-21,2026-09-15,4.5,49.75,4589.77,4468.13,-121.64,0
C-43-45941-21,2026-09-15,5.5,49.75,5470.68,5200.92,-269.76,0
C-43-45217-21,2026-09-15,11.0,49.75,10477.87,9394.7,-1083.17,0
C-53-7872269-22,2026-09-15,8.5,49.75,7156.7,7599.39,442.7,0
C-43-45788-21,2026-09-15,6.0,49.75,5751.84,5600.98,-150.86,0
C-53-7872268-22,2026-09-15,13.0,49.75,12033.38,10814.49,-1218.9,0
C-43-46401-21,2026-09-15,3.5,49.75,3959.31,3797.02,-162.29,0
C-43-46446-21,2026-09-15,8.0,49.75,6875.53,7198.5,322.97,0
C-43-45349-21,2026-09-15,5.0,49.75,4905.48,4800.92,-104.56,0
C-43-46447-21,2026-09-15,7.0,49.75,6314.17,6400.86,86.69,0
C-43-46313-21,2026-09-15,7.0,49.75,6314.17,6400.86,86.69,0
C-53-7872389-22,2026-09-15,3.5,49.75,3959.31,3797.02,-162.29,0
C-43-46540-21,2026-09-15,10.0,49.75,7999.23,8584.47,585.24,0
C-43-45304-21,2026-09-15,13.5,49.75,12422.02,11148.64,-1273.39,0
C-53-7872244-22,2026-09-15,5.0,49.75,4905.48,4800.92,-104.56,0
C-43-43535-21,2026-09-15,5.0,49.75,4905.48,4800.92,-104.56,0
C-43-46240-21,2026-09-15,11.0,49.75,10477.87,9394.7,-1083.17,0
C-43-45978-21,2026-09-15,8.5,49.75,7156.7,7599.39,442.7,0
C-53-7872382-22,2026-09-15,5.5,49.75,5470.68,5200.92,-269.76,0
C-43-46216-21,2026-09-15,5.0,49.75,4905.48,4800.92,-104.56,0
C-43-46309-21,2026-09-15,5.0,49.75,4905.48,4800.92,-104.56,0
C-43-45731-21,2026-09-15,7.5,49.75,6594.37,6799.38,205.01,0
C-43-46420-21,2026-09-15,14.0,49.75,12811.62,11485.56,-1326.06,0
C-43-46197-21,2026-09-15,9.0,49.75,7437.86,7944.04,506.18,0
C-43-46432-21,2026-09-15,13.0,49.75,12033.38,10814.49,-1218.9,0
C-43-46067-21,2026-09-15,7.5,49.75,6594.37,6799.38,205.01,0
C-43-46360-21,2026-09-15,7.5,49.75,6594.37,6799.38,205.01,0
C-53-7872286-22,2026-09-15,2.5,49.75,3528.45,3115.66,-412.79,0
C-43-44296-21,2026-09-15,4.5,49.75,4589.77,4468.13,-121.64,0
C-43-46220-21,2026-09-15,8.5,49.75,7156.7,7599.39,442.7,0
C-43-46192-21,2026-09-15,7.0,49.75,6314.17,6400.86,86.69,0
C-53-7872317-22,2026-09-15,4.5,49.75,4589.77,4468.13,-121.64,0
C-43-43798-21,2026-09-15,8.0,49.75,6875.53,7198.5,322.97,0
C-43-46274-21,2026-09-15,8.0,49.75,6875.53,7198.5,322.97,0
C-43-46358-21,2026-09-15,1.5,49.75,2797.23,2400.36,-396.87,0
C-43-46551-21,2026-09-15,3.0,49.75,3643.6,3463.67,-179.94,0
C-43-46380-21,2026-09-15,9.5,49.75,7718.06,8268.57,550.51,0
C-53-7872369-22,2026-09-15,5.5,49.75,5470.68,5200.92,-269.76,0
C-53-7872306-22,2026-09-15,10.5,49.75,10089.23,9035.17,-1054.06,0
C-43-46519-21,2026-09-15,5.5,49.75,5470.68,5200.92,-269.76,0
C-53-7872380-22,2026-09-15,2.0,49.75,3162.84,2757.83,-405.01,0
C-43-46458-21,2026-09-15,15.0,49.75,13589.86,12157.39,-1432.46,0
C-43-46144-21,2026-09-15,15.5,49.75,13978.49,12495.16,-1483.33,0
C-43-46426-21,2026-09-15,8.0,49.75,6875.53,7198.5,322.97,0
C-43-46427-21,2026-09-15,6.5,49.75,6033.01,5999.63,-33.38,0
C-43-45167-21,2026-09-15,25.0,49.75,22089.99,19553.29,-2536.7,0
C-43-46111-21,2026-09-15,11.0,49.75,10477.87,9394.7,-1083.17,0
C-43-46294-21,2026-09-15,7.5,49.75,6594.37,6799.38,205.01,0
C-43-46424-21,2026-09-15,3.5,49.75,3959.31,3797.02,-162.29,0
C-53-7872223-22,2026-09-15,6.5,49.75,6033.01,5999.63,-33.38,0
C-43-46077-21,2026-09-15,4.5,49.75,4589.77,4468.13,-121.64,0
C-43-44821-21,2026-09-15,18.0,49.75,15922.64,14175.82,-1746.82,0
C-43-45171-21,2026-09-15,7.5,49.75,6594.37,6799.38,205.01,0
C-43-46048-21,2026-09-15,5.5,49.75,5470.68,5200.92,-269.76,0
C-53-7872258-22,2026-09-15,7.5,49.75,6594.37,6799.38,205.01,0
C-43-46293-21,2026-09-15,8.5,49.75,7156.7,7599.39,442.7,0
C-43-44824-21,2026-09-15,8.0,49.75,6875.53,7198.5,322.97,0
C-43-46474-21,2026-09-15,9.5,49.75,7718.06,8268.57,550.51,0
C-43-45245-21,2026-09-15,6.0,49.75,5751.84,5600.98,-150.86,0
C-43-45821-21,2026-09-15,5.5,49.75,5470.68,5200.92,-269.76,0
C-43-45883-21,2026-09-15,5.0,49.75,4589.77,4800.92,211.15,0
C-43-45758-21,2026-09-15,5.5,49.75,5470.68,5200.92,-269.76,0
C-43-46161-21,2026-09-15,6.0,49.75,5470.68,5600.98,130.3,0
C-43-45832-21,2026-09-15,6.0,49.75,5751.84,5600.98,-150.86,0
C-43-46600-21,2026-09-15,3.5,49.75,3959.31,3797.02,-162.29,0
C-53-7872392-22,2026-09-15,7.0,49.75,6314.17,6400.86,86.69,0
C-53-7872391-22,2026-09-15,2.5,49.75,3396.02,3115.66,-280.36,0
C-43-46604-21,2026-09-15,5.0,49.75,4905.48,4800.92,-104.56,0
C-43-46593-21,2026-09-15,4.5,49.75,4589.77,4468.13,-121.64,0
C-43-44824-21,2026-09-15,8.0,49.75,6904.32,7198.5,294.18,0
C-43-46151-21,2026-09-12,6.0,46.75,5659.72,5488.78,-170.94,0
C-43-46522-21,2026-09-12,3.0,46.75,3586.03,3394.28,-191.75,0
C-43-44748-21,2026-09-12,6.5,46.75,5936.09,5879.44,-56.65,0
C-43-46308-21,2026-09-12,20.0,46.75,17198.91,15210.26,-1988.65,0
C-43-46157-21,2026-09-12,22.0,46.75,19210.23,16862.18,-2348.05,0
C-43-44292-21,2026-09-12,2.0,46.75,3111.98,2702.59,-409.4,0
C-43-46230-21,2026-09-12,7.0,46.75,6212.45,6272.63,60.17,0
C-43-46029-21,2026-09-12,2.0,46.75,3111.98,2702.59,-409.4,0
C-53-7872209-22,2026-09-12,3.5,46.75,3895.98,3720.95,-175.02,0
C-43-46259-21,2026-09-12,5.0,46.75,4516.84,4704.74,187.9,0
C-53-7872276-22,2026-09-12,2.0,46.75,2993.95,2702.59,-291.37,0
C-53-7872246-22,2026-09-12,5.0,46.75,4826.79,4704.74,-122.05,0
C-43-44867-21,2026-09-12,7.0,46.75,6212.45,6272.63,60.17,0
C-43-46183-21,2026-09-12,7.5,46.75,6488.82,6663.16,174.35,0
C-43-45158-21,2026-09-12,4.5,46.75,4516.84,4378.62,-138.22,0
C-4155595472,2026-09-12,5.5,46.75,5383.36,5096.73,-286.63,0
C-43-45654-21,2026-09-12,10.5,46.75,9927.06,8854.17,-1072.89,0
C-43-45649-21,2026-09-12,3.5,46.75,3895.98,3720.95,-175.02,0
C-43-41771-21,2026-09-12,6.0,46.75,5659.72,5488.78,-170.94,0
C-53-7872125-22,2026-09-12,4.0,46.75,4205.93,4048.98,-156.95,0
C-43-44926-21,2026-09-12,2.0,46.75,2647.54,2702.59,55.05,0
C-53-7872131-22,2026-09-12,5.0,46.75,4826.79,4704.74,-122.05,0
C-43-46409-21,2026-09-12,8.0,46.75,6765.18,7054.29,289.11,0
C-43-43931-21,2026-09-12,2.5,46.75,3471.83,3053.25,-418.59,0
C-43-46295-21,2026-09-12,2.5,46.75,3471.83,3053.25,-418.59,0
C-53-7872316-22,2026-09-12,3.0,46.75,3586.03,3394.28,-191.75,0
C-43-45376-21,2026-09-12,16.0,46.75,14136.83,12575.97,-1560.86,0
C-43-44929-21,2026-09-12,34.0,46.75,33180.09,26059.74,-7120.35,0
C-53-7872197-22,2026-09-12,12.5,46.75,11457.62,10266.92,-1190.71,0
C-43-46456-21,2026-09-12,8.5,46.75,7041.54,7447.15,405.61,0
C-53-7872008-22,2026-09-12,4.0,46.75,4205.93,4048.98,-156.95,0
C-53-7872168-22,2026-09-12,4.5,46.75,4516.84,4378.62,-138.22,0
C-43-45420-21,2026-09-12,8.0,46.75,6765.18,7054.29,289.11,0
C-43-45899-21,2026-09-12,5.5,46.75,5383.36,5096.73,-286.63,0
C-43-46351-21,2026-09-12,6.0,46.75,5659.72,5488.78,-170.94,0
C-43-46264-21,2026-09-12,6.0,46.75,5383.36,5488.78,105.42,0
C-53-7872359-22,2026-09-12,4.5,46.75,4516.84,4378.62,-138.22,0
C-53-7872236-22,2026-09-12,12.0,46.75,11074.74,9913.18,-1161.57,0
C-43-46270-21,2026-09-12,7.0,46.75,6212.45,6272.63,60.17,0
C-43-46357-21,2026-09-12,7.5,46.75,6488.82,6663.16,174.35,0
C-53-7872206-22,2026-09-12,14.5,46.75,12988.19,11583.16,-1405.02,0
C-43-46100-21,2026-09-12,2.5,46.75,3341.33,3053.25,-288.08,0
C-53-7872179-22,2026-09-12,3.0,46.75,3471.83,3394.28,-77.56,0
C-43-41273-21,2026-09-12,17.0,46.75,14519.71,13232.02,-1287.69,0
C-43-45696-21,2026-09-12,5.5,46.75,5383.36,5096.73,-286.63,0
C-53-7872183-22,2026-09-12,3.5,46.75,3895.98,3720.95,-175.02,0
C-43-46405-21,2026-09-12,5.5,46.75,5383.36,5096.73,-286.63,0
C-43-46479-21,2026-09-12,6.0,46.75,5659.72,5488.78,-170.94,0
C-43-42706-21,2026-09-12,6.5,46.75,5936.09,5879.44,-56.65,0
C-53-7872182-22,2026-09-12,6.5,46.75,5936.09,5879.44,-56.65,0
C-43-46034-21,2026-09-12,7.0,46.75,6212.45,6272.63,60.17,0
C-43-46460-21,2026-09-12,17.0,46.75,14902.59,13232.02,-1670.57,0
C-43-46256-21,2026-09-12,4.5,46.75,4516.84,4378.62,-138.22,0
C-53-7872106-22,2026-09-12,6.0,46.75,5659.72,5488.78,-170.94,0
C-53-7871199-22,2026-09-12,5.0,46.75,4826.79,4704.74,-122.05,0
C-4144917931,2026-09-12,6.5,46.75,5936.09,5879.44,-56.65,0
C-43-46397-21,2026-09-12,5.0,46.75,4826.79,4704.74,-122.05,0
C-43-46114-21,2026-09-12,3.0,46.75,3471.83,3394.28,-77.56,0
C-43-46466-21,2026-09-12,6.0,46.75,5659.72,5488.78,-170.94,0
C-43-45897-21,2026-09-12,7.0,46.75,6212.45,6272.63,60.17,0
C-43-46396-21,2026-09-12,38.5,46.75,36968.59,29508.82,-7459.77,0
C-43-44605-21,2026-09-12,5.5,46.75,5383.36,5096.73,-286.63,0
C-43-45369-21,2026-09-12,20.0,46.75,17198.91,15210.26,-1988.65,0
C-43-45584-21,2026-09-12,7.0,46.75,6212.45,6272.63,60.17,0
C-43-46281-21,2026-09-12,1.5,46.75,2647.54,2352.27,-295.26,0
C-43-45364-21,2026-09-12,4.0,46.75,4205.93,4048.98,-156.95,0
C-43-43439-21,2026-09-12,8.0,46.75,6765.18,7054.29,289.11,0
C-43-40039-21,2026-09-12,58.0,46.75,57718.02,43914.51,-13803.52,1
C-43-46245-21,2026-09-12,6.5,46.75,5936.09,5879.44,-56.65,0
C-43-44693-21,2026-09-12,2.5,46.75,3471.83,3053.25,-418.59,0
C-4164582155,2026-09-12,2.5,46.75,3471.83,3053.25,-418.59,0
C-53-7872039-22,2026-09-12,8.5,46.75,7041.54,7447.15,405.61,0
C-43-46229-21,2026-09-12,1.5,46.75,2647.54,2352.27,-295.26,0
C-53-7872242-22,2026-09-12,2.0,46.75,3111.98,2702.59,-409.4,0
C-53-7872312-22,2026-09-12,4.5,46.75,4516.84,4378.62,-138.22,0
C-43-45733-21,2026-09-12,7.0,46.75,6212.45,6272.63,60.17,0
C-43-45010-21,2026-09-12,7.5,46.75,6488.82,6663.16,174.35,0
C-53-7872203-22,2026-09-12,11.0,46.75,10309.94,9206.49,-1103.45,0
C-43-46288-21,2026-09-12,6.0,46.75,5659.72,5488.78,-170.94,0
C-53-7872397-22,2026-09-12,11.5,46.75,10691.86,9560.32,-1131.54,0
C-43-46201-21,2026-09-12,8.0,46.75,6765.18,7054.29,289.11,0
C-43-44292-21,2026-09-12,2.0,46.75,3111.98,2702.59,-409.4,0
C-53-7872106-22,2026-09-12,6.0,46.75,5659.72,5488.78,-170.94,0
C-43-46357-21,2026-09-12,7.5,46.75,6488.82,6663.16,174.35,0
C-43-46460-21,2026-09-12,17.0,46.75,14902.59,13232.02,-1670.57,0
C-43-42706-21,2026-09-12,6.5,46.75,5936.09,5879.44,-56.65,0
C-53-7872236-22,2026-09-12,12.0,46.75,11074.74,9913.18,-1161.57,0
C-53-7872131-22,2026-09-12,5.0,46.75,4826.79,4704.74,-122.05,0
C-43-46230-21,2026-09-12,7.0,46.75,6212.45,6272.63,60.17,0
C-53-7872316-22,2026-09-12,3.0,46.75,3586.03,3394.28,-191.75,0
C-43-43931-21,2026-09-12,2.5,46.75,3471.83,3053.25,-418.59,0
C-43-45899-21,2026-09-12,5.5,46.75,5383.36,5096.73,-286.63,0
C-43-46201-21,2026-09-12,8.0,46.75,6765.18,7054.29,289.11,0
C-4164582155,2026-09-12,2.5,46.75,3471.83,3053.25,-418.59,0
C-53-7872125-22,2026-09-12,4.0,46.75,4205.93,4048.98,-156.95,0
C-53-7872312-22,2026-09-12,4.5,46.75,4516.84,4378.62,-138.22,0
C-43-46183-21,2026-09-12,7.5,46.75,6488.82,6663.16,174.35,0
C-43-44867-21,2026-09-12,7.0,46.75,6212.45,6272.63,60.17,0
C-43-41273-21,2026-09-12,17.0,46.75,14519.71,13232.02,-1287.69,0
C-43-45733-21,2026-09-12,7.0,46.75,6212.45,6272.63,60.17,0
C-43-46466-21,2026-09-12,6.0,46.75,5659.72,5488.78,-170.94,0
C-43-46114-21,2026-09-12,3.0,46.75,3471.83,3394.28,-77.56,0
C-53-7872209-22,2026-09-12,3.5,46.75,3895.98,3720.95,-175.02,0
C-43-46245-21,2026-09-12,6.5,46.75,5936.09,5879.44,-56.65,0
C-53-7872203-22,2026-09-12,11.0,46.75,10309.94,9206.49,-1103.45,0
C-43-45369-21,2026-09-12,20.0,46.75,17198.91,15210.26,-1988.65,0
C-43-46351-21,2026-09-12,6.0,46.75,5659.72,5488.78,-170.94,0
C-43-45649-21,2026-09-12,3.5,46.75,3895.98,3720.95,-175.02,0
C-43-46397-21,2026-09-12,5.0,46.75,4826.79,4704.74,-122.05,0
C-43-45364-21,2026-09-12,4.0,46.75,4205.93,4048.98,-156.95,0
C-53-7872197-22,2026-09-12,12.5,46.75,11457.62,10266.92,-1190.71,0
C-43-44748-21,2026-09-12,6.5,46.75,5936.09,5879.44,-56.65,0
C-53-7872206-22,2026-09-12,14.5,46.75,12988.19,11583.16,-1405.02,0
C-43-46034-21,2026-09-12,7.0,46.75,6212.45,6272.63,60.17,0
C-43-46270-21,2026-09-12,7.0,46.75,6212.45,6272.63,60.17,0
C-43-45654-21,2026-09-12,10.5,46.75,9927.06,8854.17,-1072.89,0
C-43-46396-21,2026-09-12,38.5,46.75,36968.59,29508.82,-7459.77,0
C-43-44605-21,2026-09-12,5.5,46.75,5383.36,5096.73,-286.63,0
C-43-46456-21,2026-09-12,8.5,46.75,7041.54,7447.15,405.61,0
C-43-46256-21,2026-09-12,4.5,46.75,4516.84,4378.62,-138.22,0
C-43-46409-21,2026-09-12,8.0,46.75,6765.18,7054.29,289.11,0
C-43-46479-21,2026-09-12,6.0,46.75,5659.72,5488.78,-170.94,0
C-43-45010-21,2026-09-12,7.5,46.75,6488.82,6663.16,174.35,0
C-43-46264-21,2026-09-12,6.0,46.75,5383.36,5488.78,105.42,0
C-43-46100-21,2026-09-12,2.5,46.75,3341.33,3053.25,-288.08,0
C-43-44926-21,2026-09-12,2.0,46.75,2647.54,2702.59,55.05,0
C-53-7872039-22,2026-09-12,8.5,46.75,7041.54,7447.15,405.61,0
C-43-45696-21,2026-09-12,5.5,46.75,5383.36,5096.73,-286.63,0
C-53-7872246-22,2026-09-12,5.0,46.75,4826.79,4704.74,-122.05,0
C-43-43439-21,2026-09-12,8.0,46.75,6765.18,7054.29,289.11,0
C-53-7872397-22,2026-09-12,11.5,46.75,10691.86,9560.32,-1131.54,0
C-53-7871199-22,2026-09-12,5.0,46.75,4826.79,4704.74,-122.05,0
C-4144917931,2026-09-12,6.5,46.75,5936.09,5879.44,-56.65,0
C-53-7872168-22,2026-09-12,4.5,46.75,4516.84,4378.62,-138.22,0
C-53-7872183-22,2026-09-12,3.5,46.75,3895.98,3720.95,-175.02,0
C-43-46405-21,2026-09-12,5.5,46.75,5383.36,5096.73,-286.63,0
C-43-45376-21,2026-09-12,16.0,46.75,14136.83,12575.97,-1560.86,0
C-43-44693-21,2026-09-12,2.5,46.75,3471.83,3053.25,-418.59,0
C-53-7872008-22,2026-09-12,4.0,46.75,4205.93,4048.98,-156.95,0
C-43-46522-21,2026-09-12,3.0,46.75,3586.03,3394.28,-191.75,0
C-43-46308-21,2026-09-12,20.0,46.75,17198.91,15210.26,-1988.65,0
C-53-7872359-22,2026-09-12,4.5,46.75,4516.84,4378.62,-138.22,0
C-43-46288-21,2026-09-12,6.0,46.75,5659.72,5488.78,-170.94,0
C-43-46151-21,2026-09-12,6.0,46.75,5659.72,5488.78,-170.94,0
C-53-7872179-22,2026-09-12,3.0,46.75,3471.83,3394.28,-77.56,0
C-53-7872182-22,2026-09-12,6.5,46.75,5936.09,5879.44,-56.65,0
C-43-40039-21,2026-09-12,58.0,46.75,57718.02,43914.51,-13803.52,1
C-43-46029-21,2026-09-12,2.0,46.75,3111.98,2702.59,-409.4,0
C-43-44929-21,2026-09-12,34.0,46.75,33180.09,26059.74,-7120.35,0
C-53-7872242-22,2026-09-12,2.0,46.75,3111.98,2702.59,-409.4,0
C-43-46295-21,2026-09-12,2.5,46.75,3471.83,3053.25,-418.59,0
C-4155595472,2026-09-12,5.5,46.75,5383.36,5096.73,-286.63,0
C-43-45897-21,2026-09-12,7.0,46.75,6212.45,6272.63,60.17,0
C-53-7872276-22,2026-09-12,2.0,46.75,2993.95,2702.59,-291.37,0
C-43-45158-21,2026-09-12,4.5,46.75,4516.84,4378.62,-138.22,0
C-43-46157-21,2026-09-12,22.0,46.75,19210.23,16862.18,-2348.05,0
C-43-46259-21,2026-09-12,5.0,46.75,4516.84,4704.74,187.9,0
C-43-45584-21,2026-09-12,7.0,46.75,6212.45,6272.63,60.17,0
C-43-46229-21,2026-09-12,1.5,46.75,2647.54,2352.27,-295.26,0
C-43-45420-21,2026-09-12,8.0,46.75,6765.18,7054.29,289.11,0
C-43-41771-21,2026-09-12,6.0,46.75,5659.72,5488.78,-170.94,0
C-43-46281-21,2026-09-12,1.5,46.75,2647.54,2352.27,-295.26,0
C-43-46060-21,2026-09-11,4.5,46.75,4516.84,4378.62,-138.22,0
C-43-46330-21,2026-09-11,10.5,46.75,9927.06,8854.17,-1072.89,0
C-43-46291-21,2026-09-11,2.0,46.75,2993.95,2702.59,-291.37,0
C-43-45299-21,2026-09-11,3.5,46.75,3895.98,3720.95,-175.02,0
C-43-43889-21,2026-09-11,8.0,46.75,6765.18,7054.29,289.11,0
C-43-46452-21,2026-09-11,3.0,46.75,3586.03,3394.28,-191.75,0
C-43-45656-21,2026-09-11,8.0,46.75,6765.18,7054.29,289.11,0
C-53-7871863-22,2026-09-11,15.5,46.75,13371.07,12244.84,-1126.22,0
C-43-46131-21,2026-09-11,1.5,46.75,2752.13,2352.27,-399.86,0
C-53-7872267-22,2026-09-11,11.0,46.75,9927.06,9206.49,-720.57,0
C-43-45748-21,2026-09-11,7.5,46.75,6488.82,6663.16,174.35,0
C-43-46168-21,2026-09-11,6.0,46.75,5659.72,5488.78,-170.94,0
C-53-7871995-22,2026-09-11,7.5,46.75,6488.82,6663.16,174.35,0
C-53-7872318-22,2026-09-11,11.5,46.75,10691.86,9560.32,-1131.54,0
C-43-46399-21,2026-09-11,8.0,46.75,6765.18,7054.29,289.11,0
C-43-46112-21,2026-09-11,8.5,46.75,7041.54,7447.15,405.61,0
C-43-45651-21,2026-09-11,9.5,46.75,7594.27,8102.93,508.65,0
C-53-7872104-22,2026-09-11,1.5,46.75,2752.13,2352.27,-399.86,0
C-43-46337-21,2026-09-11,11.5,46.75,10691.86,9560.32,-1131.54,0
C-43-46552-21,2026-09-11,9.5,46.75,7317.91,8102.93,785.02,0
C-43-45839-21,2026-09-11,6.5,46.75,5936.09,5879.44,-56.65,0
C-43-44758-21,2026-09-11,11.5,46.75,10691.86,9560.32,-1131.54,0
C-53-7872041-22,2026-09-11,9.0,46.75,7317.91,7784.89,466.98,0
C-43-46175-21,2026-09-11,5.0,46.75,4826.79,4704.74,-122.05,0
C-43-44474-21,2026-09-11,8.0,46.75,6765.18,7054.29,289.11,0
C-43-46355-21,2026-09-11,6.0,46.75,5659.72,5488.78,-170.94,0
C-53-7872233-22,2026-09-11,8.0,46.75,6488.82,7054.29,565.48,0
C-43-45908-21,2026-09-11,5.0,46.75,4826.79,4704.74,-122.05,0
C-43-46541-21,2026-09-11,2.0,46.75,2993.95,2702.59,-291.37,0
C-43-43299-21,2026-09-11,13.5,46.75,12223.38,10925.29,-1298.09,0
C-43-46297-21,2026-09-11,4.5,46.75,4516.84,4378.62,-138.22,0
C-43-45823-21,2026-09-11,5.0,46.75,4826.79,4704.74,-122.05,0
C-43-44524-21,2026-09-11,5.5,46.75,5383.36,5096.73,-286.63,0
C-4164569623,2026-09-11,5.5,46.75,5383.36,5096.73,-286.63,0
C-4135620308,2026-09-11,10.5,46.75,9927.06,8854.17,-1072.89,0
C-43-46271-21,2026-09-11,2.5,46.75,3471.83,3053.25,-418.59,0
C-43-45778-21,2026-09-11,5.0,46.75,4826.79,4704.74,-122.05,0
C-43-45177-21,2026-09-11,5.5,46.75,5383.36,5096.73,-286.63,0
C-43-46159-21,2026-09-11,4.5,46.75,4516.84,4378.62,-138.22,0
C-53-7872241-22,2026-09-11,5.5,46.75,5383.36,5096.73,-286.63,0
C-43-46121-21,2026-09-11,5.0,46.75,4826.79,4704.74,-122.05,0
C-53-7872261-22,2026-09-11,7.5,46.75,6488.82,6663.16,174.35,0
C-43-44932-21,2026-09-11,11.0,46.75,10309.94,9206.49,-1103.45,0
C-53-7872144-22,2026-09-11,3.0,46.75,3586.03,3394.28,-191.75,0
C-53-7872163-22,2026-09-11,12.0,46.75,11074.74,9913.18,-1161.57,0
C-53-7872081-22,2026-09-11,2.0,46.75,3111.98,2702.59,-409.4,0
C-43-44281-21,2026-09-11,5.5,46.75,5383.36,5096.73,-286.63,0
C-43-45775-21,2026-09-11,5.5,46.75,5383.36,5096.73,-286.63,0
C-53-7872027-22,2026-09-11,10.0,46.75,7870.64,8412.49,541.86,0
C-43-45306-21,2026-09-11,5.5,46.75,5383.36,5096.73,-286.63,0
C-43-46251-21,2026-09-11,6.0,46.75,5659.72,5488.78,-170.94,0
C-43-45688-21,2026-09-11,11.5,46.75,10691.86,9560.32,-1131.54,0
C-43-45393-21,2026-09-11,5.0,46.75,4826.79,4704.74,-122.05,0
C-53-7872201-22,2026-09-11,3.0,46.75,3586.03,3394.28,-191.75,0
C-53-7872352-22,2026-09-11,3.5,46.75,3895.98,3720.95,-175.02,0
C-43-46517-21,2026-09-11,5.5,46.75,5383.36,5096.73,-286.63,0
C-4161902012,2026-09-11,14.5,46.75,12988.19,11583.16,-1405.02,0
C-53-7872262-22,2026-09-11,4.5,46.75,4516.84,4378.62,-138.22,0
C-53-7872072-22,2026-09-11,4.5,46.75,4516.84,4378.62,-138.22,0
C-53-7872282-22,2026-09-11,6.0,46.75,5659.72,5488.78,-170.94,0
C-43-46222-21,2026-09-11,21.5,46.75,18788.97,16478.95,-2310.02,0
C-4152514638,2026-09-11,10.0,46.75,7870.64,8412.49,541.86,0
C-43-46116-21,2026-09-11,7.0,46.75,6212.45,6272.63,60.17,0
C-53-7872219-22,2026-09-11,6.0,46.75,5659.72,5488.78,-170.94,0
C-43-45867-21,2026-09-11,4.5,46.75,4516.84,4378.62,-138.22,0
C-4148876059,2026-09-11,18.5,46.75,16050.27,14221.76,-1828.51,0
C-43-45910-21,2026-09-11,9.0,46.75,7317.91,7784.89,466.98,0
C-4132745886,2026-09-11,6.5,46.75,5936.09,5879.44,-56.65,0
C-53-7872307-22,2026-09-11,6.5,46.75,5936.09,5879.44,-56.65,0
C-43-45812-21,2026-09-11,2.5,46.75,2993.95,3053.25,59.29,0
C-43-45182-21,2026-09-11,8.0,46.75,6765.18,7054.29,289.11,0
C-53-7871991-22,2026-09-11,8.0,46.75,6765.18,7054.29,289.11,0
C-53-7872129-22,2026-09-11,10.0,46.75,7594.27,8412.49,818.22,0
C-43-46286-21,2026-09-11,6.0,46.75,5659.72,5488.78,-170.94,0
C-43-46185-21,2026-09-11,6.0,46.75,5659.72,5488.78,-170.94,0
C-43-45787-21,2026-09-11,4.5,46.75,4516.84,4378.62,-138.22,0
C-43-46527-21,2026-09-11,2.5,46.75,3341.33,3053.25,-288.08,0
C-43-45169-21,2026-09-11,7.5,46.75,6488.82,6663.16,174.35,0
C-43-46343-21,2026-09-11,4.5,46.75,4516.84,4378.62,-138.22,0
